Name,Type,Version,Date Appear,Author,Solve Date
Use c++ namespaces explicitly,Uncategorized,Not specified,2022-01-06 21:09:21+00:00,h6197627,2022-01-06 21:12:17+00:00
CMake configuration fails for building OpenCV 4.5.5 with ONNX,question (invalid tracker),Not specified,2022-01-06 18:03:39+00:00,mint21,2022-01-06 21:59:03+00:00
Pressing the ´ key in cv::waitKey causes crash across languages and CV versions,bug,3.4.20,2022-01-06 13:53:34+00:00,mooch443,2023-04-02 09:31:46+00:00
"tiff need check TIFFTAG_SAMPLEFORMAT, should not always use unsigned.",feature,4.6.0,2022-01-06 11:01:32+00:00,Harvey-Huang,2022-01-11 16:51:50+00:00
[ONNX] inference different result between Python and C++,question (invalid tracker),Not specified,2022-01-06 10:14:17+00:00,Hexmagic,2022-01-10 04:05:15+00:00
apple/build_xcframework.py: fix incorrect catalyst archs,bug,4.6.0,2022-01-06 08:39:16+00:00,guillaume-tgl,2022-01-06 11:34:56+00:00
"java:  opencv 4.5.3 ,cv::Exception: OpenCV(4.5.3) C:\build\master_winpack-bindings-win64-vc14-static\opencv\modules\dnn\src\model.cpp:1216: error: (-215:Assertion failed) length > FLT_EPSILON in function 'cv::dnn::TextDetectionModel_DB_Impl::unclip'",incomplete,Not specified,2022-01-05 14:54:46+00:00,syly666,2022-01-16 15:37:23+00:00
Remove unnecessary use of ref-capture in code example.,category: core,3.4.18,2022-01-05 12:44:51+00:00,vrabaud,2022-01-06 08:44:31+00:00
OpenCV 4.5.5 with GStreamer compilation issue with opencv_videoio,bug,4.6.0,2022-01-05 11:51:26+00:00,klukander,2022-01-23 14:02:15+00:00
"bug compiling opencv-4.5.5 on raspios_bullseye64 with ""/usr/ include/c++/10/complex""",question (invalid tracker),Not specified,2022-01-05 09:19:59+00:00,alain-lnpcrd,2022-01-16 15:38:47+00:00
PTGUI and OPENCV,question (invalid tracker),Not specified,2022-01-05 06:07:17+00:00,yyfyan,2022-01-06 03:03:22+00:00
opencv failed to compile latest version of cuda,category: build/install,Not specified,2022-01-04 15:08:12+00:00,AlirezaZm,2022-01-05 17:43:18+00:00
Shift in stitched panorama despite correct matches,Uncategorized,Not specified,2022-01-04 13:52:49+00:00,lukasalexanderweber,2023-03-06 07:30:30+00:00
"Add maximum, minimum layers ( target_cuda, target_cpu)",optimization,4.6.0,2022-01-04 09:05:26+00:00,Crayon-new,2022-01-18 05:25:08+00:00
how to limits video download speeds when use VideoCapture(url),question (invalid tracker),Not specified,2022-01-04 06:48:25+00:00,zxOnVacation,2023-06-30 17:32:27+00:00
Fix #21366,bug,3.4.18,2022-01-03 17:22:11+00:00,stal12,2022-01-04 13:22:00+00:00
Compilation -DWITH_OPENGL=ON does not work with out   -DWITH_QT=ON ,category: highgui-gui,Not specified,2022-01-03 16:03:14+00:00,Jakobovski,2022-01-16 15:36:24+00:00
r,invalid,Not specified,2022-01-03 11:39:39+00:00,GitForKriti,2022-01-11 05:30:46+00:00
Writing mp4 video with h264/h265 codec,question (invalid tracker),Not specified,2022-01-03 10:46:54+00:00,Winneee,2022-01-16 15:26:36+00:00
fix legacy constants,Uncategorized,4.6.0,2022-01-02 21:35:20+00:00,sturkmen72,2022-01-04 14:33:47+00:00
OpenCV and Eigen Scalar declarations overlap,category: build/install,3.4.18,2022-01-02 18:53:42+00:00,h6197627,2022-01-11 14:32:49+00:00
Audio with Video,question (invalid tracker),Not specified,2022-01-02 04:56:34+00:00,kXborg,2022-01-16 15:24:39+00:00
Doc warnings about experimental UMatUsageFlags,category: documentation,3.4.18,2021-12-31 18:09:13+00:00,JoeHowse,2022-01-04 13:08:21+00:00
Allow cv::cuda::Event to accept combinations of flags,feature,4.6.0,2021-12-31 13:50:05+00:00,cudawarped,2022-01-11 20:57:26+00:00
Corrupt JPEG err : 1 extraneous bytes before marker 0xdb,duplicate,Not specified,2021-12-31 11:31:00+00:00,Neilblaze,2022-01-16 14:06:30+00:00
Add per_tensor_quantize to int8 quantize,feature,4.7.0,2021-12-31 08:23:21+00:00,zihaomu,2022-07-05 16:14:42+00:00
(5.x) Merge 4.x,Uncategorized,Not specified,2021-12-30 17:49:37+00:00,alalek,2021-12-30 22:23:07+00:00
Fix support objdetect module for UWP,category: build/install,4.6.0,2021-12-30 02:47:24+00:00,UnaNancyOwen,2022-01-18 15:47:36+00:00
objdetect module can't be build for UWP,category: build/install,4.6.0,2021-12-30 02:45:36+00:00,UnaNancyOwen,2022-01-18 15:47:36+00:00
cv::imshow raises (Assertion failed) s >= 0 in function 'setSize' or OutOfMemory after cv::imread,Uncategorized,Not specified,2021-12-29 21:35:40+00:00,YukunXia,2021-12-30 21:38:40+00:00
OpenCV from 4.5.4 to 4.5.5 SegFault in  cv2.connectedComponentsWithStats,bug,3.4.18,2021-12-29 21:14:31+00:00,alexeysi,2022-01-12 16:28:35+00:00
(4.x) Merge 3.4,Uncategorized,Not specified,2021-12-29 15:23:37+00:00,alalek,2021-12-29 19:58:19+00:00
cv2.detail_MatchesInfo() object does not contain public attributes (matches and inliers_mask) despite existing in matchers.hpp,category: python bindings,4.6.0,2021-12-29 13:26:14+00:00,oguzhanguclu,2022-04-02 09:12:16+00:00
G-API: oneVPL Add VPP IE preproc,category: g-api / gapi,4.6.0,2021-12-29 11:45:11+00:00,sivanov-work,2022-02-18 12:04:31+00:00
G-API: Suppress ngraph warnings for MSVS2015 (4268),test,4.6.0,2021-12-29 08:26:16+00:00,mpashchenkov,2022-01-19 11:40:36+00:00
samples(python): update tracker.py,bug,4.6.0,2021-12-29 00:50:32+00:00,alalek,2022-01-17 22:27:26+00:00
(3.4) core(OpenCL): add option to abort on OpenCL kernel build failure,category: core,3.4.18,2021-12-29 00:06:54+00:00,alalek,2021-12-29 15:11:35+00:00
Fix Fluid Resize Valgrind issue,Uncategorized,Not specified,2021-12-28 13:55:50+00:00,AsyaPronina,2022-01-17 12:53:32+00:00
Add domain support to model diagnostic tool,bug,4.6.0,2021-12-28 13:27:07+00:00,rogday,2022-01-18 15:50:19+00:00
core(OpenCL): add option to abort on OpenCL kernel build failure,port/backport done,4.6.0,2021-12-28 12:46:29+00:00,alalek,2021-12-30 14:04:59+00:00
samples: query for Python 3.10 setup,category: samples,3.4.18,2021-12-28 11:50:52+00:00,alalek,2021-12-28 18:00:12+00:00
test to learn,Uncategorized,Not specified,2021-12-28 09:12:45+00:00,hafiz-max,2021-12-28 09:13:22+00:00
Update universal intrinsics of RVV back-end.,optimization,4.6.0,2021-12-27 13:07:30+00:00,hanliutong,2022-03-30 20:04:35+00:00
pip install opencv-contrib-python,invalid,Not specified,2021-12-27 12:57:22+00:00,abdelmadjid608,2022-01-16 15:34:35+00:00
"cmake(link): add '-Wl,--no-undefined'",category: build/install,3.4.18,2021-12-26 09:54:50+00:00,alalek,2022-01-20 19:57:31+00:00
Unable to compile the source code with imread in cpp file other than main.cpp,Uncategorized,Not specified,2021-12-26 01:12:09+00:00,tbhaxor,2021-12-26 20:56:36+00:00
highgui: Fix unresolved OpenGL functions for Qt backend,bug,4.6.0,2021-12-26 00:38:05+00:00,StefanBruens,2021-12-26 14:10:27+00:00
highgui: Underlinking of Qt backend with ENABLE_OPENGL=ON,bug,4.6.0,2021-12-26 00:07:45+00:00,StefanBruens,2021-12-26 14:10:27+00:00
Compiler Settings Unable to Include Python.h,category: build/install,Not specified,2021-12-25 14:16:42+00:00,baqwas,2021-12-25 18:33:21+00:00
release: OpenCV 4.5.5,Uncategorized,4.5.5,2021-12-25 03:57:57+00:00,alalek,2021-12-25 11:47:35+00:00
dnn(onnx): handle non-default ONNX domains,feature,4.5.5,2021-12-25 00:53:59+00:00,alalek,2021-12-25 02:54:44+00:00
release: OpenCV 3.4.17,Uncategorized,3.4.17,2021-12-24 16:44:12+00:00,alalek,2021-12-25 03:49:43+00:00
"python: use '((x,y), (w,h), angle)' in std::vector<RotatedRect>",bug,3.4.17,2021-12-24 15:04:18+00:00,alalek,2021-12-24 16:33:48+00:00
(4.x) Merge 3.4,Uncategorized,Not specified,2021-12-24 14:05:21+00:00,alalek,2021-12-24 18:08:24+00:00
Disabling SSE4.1 path in GFluidResize due to Valgrind issues,bug,4.5.5,2021-12-24 10:37:43+00:00,AsyaPronina,2021-12-24 18:10:38+00:00
dnn: add checks in pooling layer implementation,bug,3.4.17,2021-12-24 00:18:59+00:00,alalek,2021-12-24 08:35:18+00:00
dnn(onnx): debug dump of inputs/outputs/initializers in importer,category: dnn,3.4.17,2021-12-23 21:57:48+00:00,alalek,2021-12-24 08:34:54+00:00
[Backport 5.x] Main PnP pose computation doc page,port/backport done,5.0,2021-12-23 18:47:15+00:00,catree,2021-12-28 18:00:11+00:00
E/OpenCV/StaticHelper: OpenCV error: Cannot load info library for OpenCV,duplicate,Not specified,2021-12-23 18:37:53+00:00,Muhammad-Jazib,2022-01-16 15:34:07+00:00
Whats happening with opencv(4.5.3),question (invalid tracker),Not specified,2021-12-23 17:54:58+00:00,imsanjoykb,2022-01-16 15:33:57+00:00
highgui(gtk): repair scroll events,bug,3.4.17,2021-12-23 13:10:38+00:00,alalek,2021-12-23 20:09:58+00:00
highgui(gtk): fix onmouse event flags,bug,3.4.17,2021-12-23 12:22:52+00:00,alalek,2021-12-23 20:09:46+00:00
cmake: use find_package(OpenEXR) to support OpenEXR 3+,feature,3.4.17,2021-12-23 11:10:42+00:00,alalek,2021-12-24 11:56:19+00:00
why is the response in phase correlate divided by M*N?,question (invalid tracker),Not specified,2021-12-23 10:39:33+00:00,xiebinghua,2022-01-16 15:33:04+00:00
imgcodecs: disable OpenEXR in runtime for 3rdparty source code,category: build/install,3.4.17,2021-12-23 10:04:32+00:00,alalek,2021-12-24 11:56:01+00:00
Fix matching points viewing in asift.py sample,bug,3.4.17,2021-12-23 08:47:29+00:00,APrigarina,2021-12-24 08:26:48+00:00
Improve OpenEXR support,Uncategorized,Not specified,2021-12-23 06:05:28+00:00,reunanen,2022-11-11 09:01:43+00:00
dnn: do not try to rebuilt network during setInput(),bug,3.4.17,2021-12-23 02:42:04+00:00,alalek,2021-12-23 15:45:40+00:00
"dnn: improve logging, catch import errors",bug,3.4.17,2021-12-23 02:09:00+00:00,alalek,2021-12-23 20:09:38+00:00
dnn(test): decompose 'DynamicAxes' test,test,3.4.17,2021-12-23 00:50:10+00:00,alalek,2021-12-23 15:27:15+00:00
Main PnP pose computation doc page,port/backport done,3.4.17,2021-12-22 21:21:12+00:00,catree,2021-12-24 11:55:40+00:00
Warning fixes for quaternion headers,category: core,4.5.5,2021-12-22 19:54:35+00:00,savuor,2021-12-24 23:00:22+00:00
GAPI: Move GKernelPackage to cv namespace,category: g-api / gapi,4.6.0,2021-12-22 16:36:28+00:00,alexgiving,2021-12-28 12:21:25+00:00
(4.x) Merge 3.4,Uncategorized,Not specified,2021-12-22 15:59:37+00:00,alalek,2021-12-22 18:16:58+00:00
人脸识别,duplicate,Not specified,2021-12-22 15:09:00+00:00,aligetget,2022-01-16 14:06:07+00:00
人脸识别,invalid,Not specified,2021-12-22 15:06:59+00:00,aligetget,2021-12-31 07:52:54+00:00
Fix 4.x links,Uncategorized,4.5.5,2021-12-22 13:29:26+00:00,alalek,2021-12-22 15:53:51+00:00
Fix 3.4 links,Uncategorized,3.4.17,2021-12-22 13:28:01+00:00,alalek,2021-12-22 15:53:19+00:00
make carotene respect CV_ENABLE_INTRINSICS,category: build/install,Not specified,2021-12-22 11:41:25+00:00,ShuangZappar,2022-02-03 17:32:51+00:00
crashes ,incomplete,Not specified,2021-12-22 10:10:31+00:00,XiangMichael,2022-01-16 14:06:50+00:00
The result of resize is different ,incomplete,Not specified,2021-12-22 08:22:52+00:00,LingyiHongfd,2021-12-23 09:38:29+00:00
The result,invalid,Not specified,2021-12-22 08:04:58+00:00,LingyiHongfd,2021-12-22 08:05:15+00:00
"The project does not contain config ""Debug"" for building with Cmake",question (invalid tracker),Not specified,2021-12-22 00:22:53+00:00,DylanWake,2021-12-23 14:17:15+00:00
Fix: Grammatical mistake,category: documentation,3.4.17,2021-12-21 20:44:14+00:00,aBITnav,2021-12-24 10:49:29+00:00
cmake: force lowercase plugins internal names,category: build/install,4.5.5,2021-12-21 16:35:56+00:00,alalek,2021-12-21 18:38:37+00:00
highgui: fix Win32 with OPENGL=ON,bug,4.5.5,2021-12-21 15:52:43+00:00,alalek,2021-12-21 18:43:05+00:00
(3.4) highgui: fix Win32 with OPENGL=ON,bug,3.4.17,2021-12-21 15:47:17+00:00,alalek,2021-12-21 18:39:59+00:00
videoio: add non zero check,category: videoio,4.5.5,2021-12-21 14:33:49+00:00,alalek,2021-12-21 16:39:21+00:00
solve I21299,Uncategorized,Not specified,2021-12-21 14:13:46+00:00,LaurentBerger,2021-12-22 08:31:55+00:00
Unable to build opencv ,bug,3.4.17,2021-12-21 11:10:40+00:00,LaurentBerger,2021-12-21 18:43:05+00:00
"building project ""opencv_dnn.vcxproj"" -- FAILED",question (invalid tracker),Not specified,2021-12-21 08:26:21+00:00,brain-czy,2021-12-29 05:08:25+00:00
fix const/x in Div,bug,3.4.17,2021-12-20 17:05:07+00:00,rogday,2021-12-21 15:48:47+00:00
ffmpeg/4.x: update FFmpeg wrapper 2021.12,category: videoio,4.5.5,2021-12-20 16:33:36+00:00,alalek,2021-12-20 18:12:01+00:00
ffmpeg/3.4: update FFmpeg wrapper 2021.12,category: videoio,3.4.17,2021-12-20 15:35:13+00:00,alalek,2021-12-20 18:11:59+00:00
videoio: added explicit gst-audio dependency,bug,4.5.5,2021-12-20 11:10:42+00:00,mshabunin,2021-12-20 13:14:22+00:00
LAPACK_xxx is the universal way to go for lapack >= 3.40 with c/c++ i…,Uncategorized,Not specified,2021-12-19 23:44:34+00:00,dwardor,2021-12-21 22:00:15+00:00
Lost support of tf nhwc models,bug,4.7.0,2021-12-19 15:08:16+00:00,Ichini24,2022-09-13 06:24:58+00:00
Highgui mouse callback isn't executed for wheel scroll events in Ubuntu 21.10,bug,3.4.17,2021-12-19 09:16:36+00:00,samikha,2021-12-24 18:09:08+00:00
(4.x) Merge 3.4,Uncategorized,Not specified,2021-12-18 13:55:36+00:00,alalek,2021-12-18 21:21:43+00:00
QRCodeDetector::decode error: (-4:Insufficient memory) Failed to allocate ... bytes (tens of GBs),bug,3.4.18,2021-12-18 10:47:33+00:00,crackwitz,2022-06-04 23:09:16+00:00
Extract incorrect I-frames,duplicate,Not specified,2021-12-18 07:30:06+00:00,sxlllslgh,2022-01-16 15:31:05+00:00
Starting on version 4.5.4 findContours returns contours as a tuple instead of a list,duplicate,Not specified,2021-12-17 18:52:16+00:00,bmtrindade,2022-01-16 15:30:42+00:00
fix Flatten layer,bug,3.4.17,2021-12-17 13:31:29+00:00,rogday,2021-12-17 14:27:57+00:00
dnn(test): skip failed tests on Vulkan backend,test,4.5.5,2021-12-17 13:30:43+00:00,alalek,2021-12-17 19:39:43+00:00
pre: OpenCV 4.5.5 (version++),Uncategorized,4.5.5,2021-12-17 10:14:16+00:00,alalek,2021-12-18 13:46:44+00:00
pre: OpenCV 3.4.17 (version++),Uncategorized,3.4.17,2021-12-17 10:08:16+00:00,alalek,2021-12-18 13:46:36+00:00
New example for realsense,category: samples,4.5.5,2021-12-16 18:15:33+00:00,cabelo,2021-12-17 19:41:09+00:00
Fixed several issues found by static analysis (3.4),Uncategorized,Not specified,2021-12-16 17:19:08+00:00,mshabunin,2021-12-16 17:25:01+00:00
(3.4) Fixed several issues found by static analysis,port/backport done,3.4.17,2021-12-16 17:04:16+00:00,alalek,2021-12-16 18:52:41+00:00
"Add support for 3D point cloud segmentation, using the USAC framework.",feature,5.0,2021-12-16 16:28:52+00:00,ruanych,2021-12-30 15:54:06+00:00
Improve CCL with new algorithms and tests,feature,3.4.17,2021-12-16 15:02:12+00:00,stal12,2021-12-17 19:36:57+00:00
Bug in cv2.copyMakeBorder,question (invalid tracker),Not specified,2021-12-16 14:32:09+00:00,qtboi,2022-01-16 15:30:30+00:00
Use SQPNP with USAC,question (invalid tracker),Not specified,2021-12-16 12:19:56+00:00,fatihmd,2022-01-16 15:30:14+00:00
Odometry warnings fix,category: 3d module,5.0,2021-12-16 10:53:08+00:00,DumDereDum,2021-12-16 12:50:06+00:00
Use NaN-safe clip function.,bug,3.4.17,2021-12-16 10:38:00+00:00,vrabaud,2021-12-16 11:21:30+00:00
Do not force -O2 flag in hardening-enabled builds,category: build/install,3.4.17,2021-12-16 08:43:29+00:00,mshabunin,2021-12-16 09:18:12+00:00
add argmax and argmin parsing for tensorflow,feature,4.5.5,2021-12-16 03:08:20+00:00,Crayon-new,2021-12-16 17:06:02+00:00
Fixed several issues found by static analysis,port/backport done,4.5.5,2021-12-16 00:10:07+00:00,mshabunin,2021-12-16 18:52:41+00:00
"Python bindings 4.5.4: ""kp.detect()"" returns tuple instead list",wontfix,Not specified,2021-12-15 21:34:25+00:00,doublex,2021-12-16 07:03:54+00:00
dnn(test): update ONNX conformance filters (4.x),test,4.5.5,2021-12-15 21:33:15+00:00,alalek,2021-12-16 16:06:29+00:00
Audio GStreamer: added support .wav .flac audio formats,test,4.5.5,2021-12-15 17:02:46+00:00,MaximMilashchenko,2021-12-16 19:43:03+00:00
(4.x) Merge 3.4,Uncategorized,Not specified,2021-12-15 16:41:57+00:00,alalek,2021-12-15 21:26:21+00:00
refactor: PyrDownVecH prepare filter endian safe,bug,3.4.19,2021-12-15 10:57:04+00:00,zchrissirhcz,2022-10-13 14:55:58+00:00
dnn(test): update ONNX conformance filters,test,3.4.17,2021-12-15 09:45:06+00:00,alalek,2021-12-15 16:24:24+00:00
Intel Realsense example,Uncategorized,Not specified,2021-12-15 06:15:39+00:00,cabelo,2021-12-16 17:57:57+00:00
"Fix a few issues in MaxUnpool, ReduceMean/Max/Sum, Pad ",bug,3.4.17,2021-12-14 19:16:42+00:00,rogday,2021-12-15 10:27:29+00:00
Fixed threshold(THRESH_TOZERO) at imgproc(IPP),optimization,3.4.17,2021-12-14 17:22:40+00:00,eplankin,2021-12-17 13:31:37+00:00
"imgproc: catch NaNs in clip(), use table index debug check",bug,3.4.17,2021-12-14 15:35:00+00:00,alalek,2021-12-14 16:59:15+00:00
docs: correct normalize factor in gaussian pyramid tutorial,bug,3.4.17,2021-12-14 13:14:50+00:00,zchrissirhcz,2021-12-14 16:59:01+00:00
cv.dnn not support pytorch broadcast?,bug,4.7.0,2021-12-14 11:11:52+00:00,zhoujinhai,2022-12-01 16:33:55+00:00
Build OpenCV winpack with DLDT 2021.4.2,category: build/install,3.4.17,2021-12-14 09:02:43+00:00,alalek,2021-12-15 08:17:29+00:00
Illustration about realsense,category: videoio,4.5.5,2021-12-14 06:24:44+00:00,cabelo,2021-12-17 19:40:26+00:00
unable to run the sample code.,question (invalid tracker),Not specified,2021-12-14 03:33:33+00:00,JackHsuan,2022-01-16 15:27:55+00:00
Fix harmless signed integer overflow.,category: imgproc,3.4.17,2021-12-13 22:47:55+00:00,vrabaud,2021-12-14 15:15:15+00:00
(3.4) videoio(MSMF): add queue for async ReadSample(),bug,3.4.17,2021-12-13 21:04:40+00:00,alalek,2021-12-13 22:25:11+00:00
.,question (invalid tracker),Not specified,2021-12-13 17:11:24+00:00,moelllerniklas,2021-12-13 22:25:41+00:00
core: Is GlobalLoggingInitCall necessary?,category: core,Not specified,2021-12-13 16:29:14+00:00,huangqinjin,2021-12-14 14:06:03+00:00
Fix issues in reduceArgMax test found by coverity,bug,4.5.5,2021-12-13 15:43:18+00:00,rogday,2021-12-13 17:16:12+00:00
Add Square layer support for tf_importer,feature,4.5.5,2021-12-13 14:00:41+00:00,cqn2219076254,2021-12-15 12:02:37+00:00
Cant change resolution on stereo cam,question (invalid tracker),Not specified,2021-12-13 11:02:01+00:00,yagizzha,2022-01-16 15:23:34+00:00
Node [Constant]:(7) parse error?,incomplete,Not specified,2021-12-13 08:38:02+00:00,zhoujinhai,2023-05-28 18:19:02+00:00
"getRotationMatrix2D rotates clockwise, docs say it rotates counter-clockwise",duplicate,Not specified,2021-12-13 08:01:45+00:00,Multihuntr,2021-12-14 01:17:03+00:00
is onnx  of Paddle2ONNX supportted by opencv (c++ 的 opencv 是否支持 由Paddle2ONNX 转换的模型),question (invalid tracker),Not specified,2021-12-13 01:45:46+00:00,xxdm,2022-01-16 15:23:08+00:00
Update any.h,invalid,Not specified,2021-12-13 01:29:01+00:00,aesuare,2021-12-13 05:56:20+00:00
intrin_avx.hpp compile error,invalid,Not specified,2021-12-12 12:55:53+00:00,unique-null,2021-12-13 09:28:06+00:00
problem with cap.read (src),question (invalid tracker),Not specified,2021-12-12 07:56:56+00:00,GragonMM,2022-01-16 15:22:09+00:00
(4.x) Merge 3.4,Uncategorized,Not specified,2021-12-11 15:22:03+00:00,alalek,2021-12-11 17:32:37+00:00
A potential bug in FlannBasedMatcher class?,Uncategorized,Not specified,2021-12-11 14:02:06+00:00,aabbcczz,2021-12-11 14:22:11+00:00
New aarch64 RPI_os and ubuntu installations with opencv on Rasperry Pi,duplicate,Not specified,2021-12-11 09:46:21+00:00,alain-lnpcrd,2022-01-16 15:21:39+00:00
Update Optical Flow algorithm name from Gunner to Gunnar as that's the name he published his paper with,bug,3.4.17,2021-12-11 07:15:55+00:00,jdonszelmann,2021-12-11 15:15:59+00:00
Error with exe installation (4.5.4 version),duplicate,Not specified,2021-12-10 17:34:36+00:00,FZGbzuw412,2021-12-19 21:21:42+00:00
Memory leaks from global objects accumulate when library is unloaded/reloaded many times on Windows,duplicate,Not specified,2021-12-10 17:07:57+00:00,Dmitry-Me,2022-01-16 15:19:27+00:00
G-API: oneVPL DX11 inference,category: g-api / gapi,4.6.0,2021-12-10 12:02:26+00:00,sivanov-work,2022-01-24 14:05:27+00:00
GAPI FLUID: SIMD for SubRC kernel,optimization,4.5.5,2021-12-10 07:54:41+00:00,alexgiving,2021-12-17 13:42:47+00:00
G-API: Fix Win32 build: uint64_t ->size_t,bug,4.5.5,2021-12-10 05:57:04+00:00,sivanov-work,2021-12-10 08:59:00+00:00
Node [Reshape]:(11) parse error: OpenCV(4.5.3)!,category: dnn,Not specified,2021-12-10 03:26:02+00:00,zhoujinhai,2024-02-07 15:56:51+00:00
"imgproc(OpenCL): fix resizeLN, avoid integer overflow",bug,3.4.17,2021-12-09 20:33:44+00:00,alalek,2021-12-10 16:08:28+00:00
fix unicode errors for framework headers,category: build/install,4.5.5,2021-12-09 18:18:24+00:00,sbwilson,2021-12-10 11:36:14+00:00
Changed type of face_detection_args to uint64_t,Uncategorized,Not specified,2021-12-09 17:09:47+00:00,tejasmr,2021-12-10 03:55:13+00:00
G-API: broken Win32 builds,bug,4.5.5,2021-12-09 15:34:04+00:00,alalek,2021-12-10 08:58:59+00:00
fix cvtColor-error,bug,3.4.17,2021-12-09 14:40:46+00:00,UncleLLD,2021-12-09 19:11:06+00:00
Optical flow python example will cause an error  src.empty() in function 'cvtColor'  when the video ends,bug,3.4.17,2021-12-09 14:34:05+00:00,UncleLLD,2021-12-10 01:47:38+00:00
Replaced distutils to shutil when copying files in a tree,category: build/install,4.5.5,2021-12-09 14:29:25+00:00,asenyaev,2021-12-10 14:12:20+00:00
fix transpose onnx layers (permute cuda) for size 1x1x1x1,bug,Not specified,2021-12-09 10:50:53+00:00,cesarpgouveia,2022-09-07 13:20:32+00:00
Cannot recognize the mouse left-button double click event.,bug,Not specified,2021-12-08 13:02:47+00:00,AlanDevise,2021-12-09 03:47:53+00:00
Replaced distutils module to sysconfig,feature,3.4.17,2021-12-08 10:59:02+00:00,asenyaev,2021-12-08 18:51:34+00:00
cmake: option to disable GStreamer in G-API,category: build/install,4.5.5,2021-12-08 10:49:45+00:00,alalek,2021-12-08 12:36:34+00:00
Fixed Neighbour Responses and Distance Matrices in KNearest/KDTree.,category: ml,Not specified,2021-12-08 09:27:19+00:00,sirish-gambhira,2022-05-24 04:47:58+00:00
Mat blob = dnn::blobFromImage(input);,duplicate,Not specified,2021-12-08 07:56:06+00:00,husiluanxiang,2022-01-16 15:18:34+00:00
Can the custom layer set the output type？,duplicate,Not specified,2021-12-08 07:34:53+00:00,zhoujinhai,2021-12-08 09:19:20+00:00
cmake: fix OPENGL_LIBRARIES handling,category: build/install,3.4.17,2021-12-07 05:56:51+00:00,alalek,2021-12-07 16:36:10+00:00
[G-API] Bring updates from openvino version of standalone files,category: g-api / gapi,4.5.5,2021-12-07 04:11:45+00:00,OrestChura,2021-12-07 11:33:29+00:00
cv2.dnn don't support permute operator for 3D data?,Uncategorized,Not specified,2021-12-07 01:53:45+00:00,zhoujinhai,2021-12-08 05:35:19+00:00
Implementation Opencv batch=4 not found,question (invalid tracker),Not specified,2021-12-06 23:48:21+00:00,dkravchenko-ivideon,2023-06-30 17:39:29+00:00
Extra imports and an environment for opencv-python package,Uncategorized,Not specified,2021-12-06 16:00:39+00:00,asenyaev,2021-12-07 10:10:16+00:00
Add ArgMax and ArgMin layers,feature,4.5.5,2021-12-06 14:10:36+00:00,rogday,2021-12-07 12:11:48+00:00
cuda::videoWriter and VideoWriter error,category: gpu/cuda (contrib),4.8.0,2021-12-06 13:22:46+00:00,opentld,2023-05-05 10:54:56+00:00
Failed to debug into source code with Clang13 and LLDB with 5.x branch,Uncategorized,Not specified,2021-12-06 12:34:41+00:00,zchrissirhcz,2021-12-06 14:54:56+00:00
"GAPI GPU: fix for ""MulDoublePerfTestGPU"" test failures.",test,4.5.5,2021-12-06 12:03:17+00:00,anna-khakimova,2021-12-07 10:25:33+00:00
GAPI Fluid: Enable dynamic dispatching for AbsDiffC kernel.,optimization,4.5.5,2021-12-06 11:05:57+00:00,anna-khakimova,2021-12-13 18:04:53+00:00
fix bug in onnx div operator when input[1] is variable;,category: dnn,Not specified,2021-12-06 10:33:24+00:00,hujunyao,2021-12-20 17:06:48+00:00
videoio(MSMF): add queue for async ReadSample(),bug,4.5.5,2021-12-06 07:32:03+00:00,alalek,2021-12-13 20:38:42+00:00
fixed an error ------Context::p is protected whinin this context,bug,5.0,2021-12-06 06:10:02+00:00,Baiyun-u-smartAI,2021-12-10 11:40:36+00:00
"""Argmax"" operate is not supported by dnn?",duplicate,Not specified,2021-12-06 03:11:34+00:00,zhoujinhai,2021-12-06 05:21:06+00:00
`ocl_resize`: use `resizeLN` integer path for 16U,bug,3.4.17,2021-12-05 19:13:42+00:00,JoeHowse,2021-12-10 16:09:36+00:00
OpenCL: `resizeLN` (without `INTER_LINEAR_INTEGER`) gives invalid results for `CV_16U`,bug,3.4.17,2021-12-05 19:01:34+00:00,JoeHowse,2021-12-11 17:35:08+00:00
AudioIO: add OpenCV audio reading to dnn speech recognition sample,category: samples,4.5.5,2021-12-05 15:04:15+00:00,SinM9,2021-12-24 18:10:54+00:00
Cannot access opencv tutorial website,category: infrastructure,Not specified,2021-12-05 11:03:47+00:00,lhcezx,2021-12-05 11:38:38+00:00
Qt opengl build fix,feature,4.5.5,2021-12-04 15:25:48+00:00,whalenpt,2021-12-10 11:33:28+00:00
imgproc(test): add bit-exact tests for YUV cvtColor conversions,bug,3.4.17,2021-12-04 04:39:57+00:00,alalek,2021-12-10 16:11:35+00:00
What is the license for SFace model?,Uncategorized,Not specified,2021-12-04 01:27:40+00:00,UnaNancyOwen,2021-12-04 06:29:22+00:00
"Add celu, hardsigmoid, selu, thresholdedrelu layers",feature,4.5.5,2021-12-03 16:42:54+00:00,rogday,2021-12-18 13:42:57+00:00
New Volume pipeline,feature,5.0,2021-12-03 15:41:34+00:00,DumDereDum,2022-02-18 14:50:27+00:00
fix issue 21187: markdown file: gray image does not have three dimensions,category: documentation,3.4.17,2021-12-03 14:35:14+00:00,UncleLLD,2021-12-06 16:14:17+00:00
