Name,Type,Version,Date Appear
OSX framework: enable testing of Objective-C/Swift bindings,category: infrastructure,Not specified,2020-11-15 03:47:13+00:00
Simple opencv issue,question (invalid tracker),Not specified,2020-11-13 15:15:42+00:00
"findContours -The function cannot meet the performance requirements, it is too slow.Is there any plan to speed it up？",incomplete,Not specified,2020-11-13 07:40:06+00:00
Add support to identify what colorspace a cvMat is in,feature,5.0,2020-11-12 19:39:25+00:00
Unable to perform Inference with cv2.dnn_DetectionModel(yolo_model) when Cythonized,feature,Not specified,2020-11-12 18:27:22+00:00
Getting the error when loading the .pb file using cv2.dnn.readNetFromTensorflow,feature,Not specified,2020-11-09 04:38:00+00:00
Calling cv2.merge() on a UMat triggers a Null error. ,bug,Not specified,2020-11-07 05:54:34+00:00
Load EfficientNet Keras implementation with OpenCV dnn,priority: normal,Not specified,2020-11-03 14:37:19+00:00
"Failing `Test_Caffe_layers` not calling `UpgradeNetAsNeeded` for external ProtoBuf, building on Guix",bug,Not specified,2020-10-30 13:06:08+00:00
VideoWriter.write() Could throw and exception when call write with a frame that doesn't match the writers size.,bug,Not specified,2020-10-28 02:03:04+00:00
Question about async forward in DetectionModel wrapper,feature,Not specified,2020-10-26 19:57:56+00:00
Loading Tensorflow model. Error: Unspecified error (More than one input is Const op) in cv::dnn::dnn4_v20200310,feature,Not specified,2020-10-26 12:15:59+00:00
Can not build macOS framework,question (invalid tracker),Not specified,2020-10-24 13:29:21+00:00
Building x86_64h architecture fails (Mac),question (invalid tracker),Not specified,2020-10-22 07:46:27+00:00
Replace FLANNException by CV_Error,category: flann,Not specified,2020-10-20 09:32:47+00:00
MSMF video capture backend doesn't respect setting output format other than default BGR,priority: low,Not specified,2020-10-19 15:54:27+00:00
Confusion about opencv's distortion model w.r.t Brown–Conrady model,question (invalid tracker),Not specified,2020-10-19 12:12:48+00:00
"SVD::compute(E, D, U, Vt);it dont make E = U diag(1,1,0) V",incomplete,Not specified,2020-10-16 13:53:10+00:00
Xcode 12 + OpenCV4 Settings,question (invalid tracker),Not specified,2020-10-12 10:14:08+00:00
Bug in DescriptorMatcher.match(),category: python bindings,Not specified,2020-10-10 21:53:24+00:00
VideoCapture GStreamer backend does not support CAP_PROP_FORMAT property,feature,Not specified,2020-10-10 19:04:52+00:00
"Why there is no Mat_ equivalent of Mat (const std::vector< int > &sizes, ...)?",feature,4.11.0,2020-10-10 17:22:52+00:00
Mat conversions for macOS/AppKit,feature,Not specified,2020-10-09 03:26:38+00:00
build: CPU runtime dispatching may not work properly with xcodebuild,bug,Not specified,2020-10-08 08:44:07+00:00
Error While Reading the RTSP video stream,feature,Not specified,2020-10-06 13:34:07+00:00
OpenCV does not find_dependency(Eigen3) for transitive link dependency,feature,Not specified,2020-10-06 09:07:32+00:00
cv::DNN - Cuda 10.2 - MultiThread Error,category: gpu/cuda (contrib),Not specified,2020-10-05 14:10:09+00:00
iOS: Xcode 12 import error,feature,Not specified,2020-10-02 06:38:21+00:00
OE-21 Tracking API,evolution,5.0,2020-10-01 15:12:55+00:00
Problem with opencv_cuda_surf in nvidia jetson Xavier,category: contrib,Not specified,2020-09-29 13:25:49+00:00
"libprotobuf FATAL, CHECK failed: (index) < (current_size_)",feature,Not specified,2020-09-25 07:45:06+00:00
"numpy_array.reshape(1,-1,2) is often needed in Python",category: python bindings,5.0,2020-09-24 17:05:28+00:00
Bug in cv::remap function,bug,Not specified,2020-09-24 13:38:36+00:00
Add Syntax highlighting for opentype.js tutorials,category: documentation,Not specified,2020-09-23 19:25:59+00:00
Swift Package Manager Support,priority: low,Not specified,2020-09-23 13:58:39+00:00
Zerocopy gstreamer videocapture,category: videoio,Not specified,2020-09-21 23:56:36+00:00
QRCodeDetector fails randomly (+samples),bug,Not specified,2020-09-20 22:40:48+00:00
"opencv-ios no ffmpeg support, general query regarding video streaming to ios device. ",feature,Not specified,2020-09-16 01:22:46+00:00
Major feature extension for file persistence in FILESTORAGE::READ mode,category: core,Not specified,2020-09-14 21:24:17+00:00
"opencv4.4,  issue about opening the stereo camera",question (invalid tracker),Not specified,2020-09-14 02:19:22+00:00
stereoRectify() get very small dst Image（the valid region is very small）,question (invalid tracker),Not specified,2020-09-11 06:59:21+00:00
ML Model Files FileStorage Memory Consumption,optimization,Not specified,2020-09-10 07:05:46+00:00
imread supports Non-ASCII filename in opencv-python+Windows,feature,5.0,2020-09-09 19:53:57+00:00
Memory leak Raspbian video encoder,category: videoio,Not specified,2020-09-09 09:59:16+00:00
DNN_TARGET_OPENCL_FP16 support for RK3399's Mali-T860,feature,Not specified,2020-09-07 15:03:16+00:00
"OE-33 ""3D module"" discussion",evolution,5.0,2020-09-04 16:15:06+00:00
imread fail in android's JNI sometimes.,platform: android,Not specified,2020-09-04 09:46:36+00:00
dnn::Net: Get shape of multiple input layers (`getUnconnectedInLayers()`),feature,Not specified,2020-09-02 13:46:52+00:00
opencv Compilation fails,wontfix,Not specified,2020-09-01 06:30:05+00:00
dnn::Net::forward(): Reuse outputBlobs,feature,Not specified,2020-08-31 08:22:26+00:00
compiled error with cvstd_wrapper.hpp,incomplete,Not specified,2020-08-31 06:01:07+00:00
Compilation warnings when compiling in release and checking strict aliasing,priority: low,Not specified,2020-08-29 18:30:57+00:00
"Error importing cv2, recursion detected, problem getting PYTHON_EXTENSIONS_PATHS",category: python bindings,Not specified,2020-08-26 17:16:55+00:00
error: (-2:Unspecified error) Input layer not found: functional_1/lstm_1/zeros_1/packed/1 in function 'cv::dnn::dnn4_v20200609::`anonymous-namespace'::TFImporter::connect',feature,Not specified,2020-08-24 14:22:52+00:00
"ONNX loader : does not support ""ones_like""",feature,4.11.0,2020-08-20 13:09:04+00:00
Add colmap txt and bin importer,feature,Not specified,2020-08-20 09:56:53+00:00
Properties of Mat / Dnn object in js / nodejs,category: javascript (js),Not specified,2020-08-16 15:39:57+00:00
Implement calcHist in the G-API,feature,Not specified,2020-08-16 12:18:05+00:00
Window stops updating,priority: low,Not specified,2020-08-14 20:28:37+00:00
kernel parameter for dilate and erode functions allowed to be None,question (invalid tracker),Not specified,2020-08-14 00:42:44+00:00
"[GSoC] GPU-enabled OpenCV.js, add webgpu-dawn support for dnn module.",feature,Not specified,2020-08-10 13:20:45+00:00
[calib3d] Mismatch between documentation and sample code for `StereoSGBM`,category: documentation,Not specified,2020-08-06 10:05:47+00:00
Makefile:160: recipe for target 'all' failed,category: build/install,Not specified,2020-08-05 15:00:44+00:00
Python cv.cuda.multiply does not support scalars,bug,Not specified,2020-08-03 18:48:04+00:00
cv.cuda.createMorphologyFilter does not support 3-channel images,feature,Not specified,2020-08-03 15:22:55+00:00
Tengine slow on Raspberry Pi 4.,optimization,Not specified,2020-07-31 12:48:15+00:00
Extendible parameters in OpenCV functions,evolution,5.0,2020-07-30 20:36:12+00:00
Discrepancy between gaussian blur implemented with pytorch conv and OpenCV,category: imgproc,Not specified,2020-07-30 16:46:56+00:00
why cuda module's PointFilter use round towards zero not round towards nearest,category: gpu/cuda (contrib),Not specified,2020-07-30 12:29:48+00:00
Enhancement: unicode/UTF-8 support with InitFont & PutText,feature,5.0,2020-07-29 15:08:05+00:00
ACCESS_READ conflict with Microsoft's header Lmaccess.h,wontfix,Not specified,2020-07-29 11:08:04+00:00
Some Questions about EfficientDet,category: dnn,Not specified,2020-07-28 13:53:40+00:00
"ONNX Importer does not process the ""ceil_mode"" attribute of pooling layers",category: dnn,Not specified,2020-07-28 09:11:44+00:00
G-API : how is serialize/deserialize supposed to be used properly ?,category: g-api / gapi,Not specified,2020-07-28 07:43:24+00:00
"Can't parse simple TensorFlow model. Error:Error parsing text-format opencv_tensorflow.GraphDef: 714:5: Unknown enumeration value of ""DT_RESOURCE"" for field ""type""",feature,Not specified,2020-07-27 18:57:24+00:00
could cv::cvtColor support CV_64F ?,category: imgproc,Not specified,2020-07-27 16:20:44+00:00
"Build with Embarcadero Builder C++: Problem with "" target feature 'mmx'""",priority: low,Not specified,2020-07-27 05:30:44+00:00
dnn: fusion does not respect output blob requirements,bug,Not specified,2020-07-25 14:42:02+00:00
Convert PyObject gpumat to C++ GpuMat,feature,Not specified,2020-07-24 09:47:26+00:00
[DNN] Error when read ResNet101_DUC_HDC  model for semantic segmentation,category: dnn,Not specified,2020-07-24 03:30:01+00:00
Why is there no cv::mulAdd() ?,feature,Not specified,2020-07-21 20:14:15+00:00
Disparity between CUDA and core morphology APIs,category: imgproc,Not specified,2020-07-21 19:50:02+00:00
"cv2.cuda.merge returns host memory, not device memory",feature,Not specified,2020-07-21 18:29:19+00:00
connectedComponents function reports two components for input filled with the same non-zero values,category: imgproc,Not specified,2020-07-21 08:57:33+00:00
"I got ""CONFIGURATION IS NOT SUPPORTED: validate setupvars script in install   directory"" when I cmake opencv4.4,win10",priority: low,Not specified,2020-07-20 11:17:43+00:00
Moves for basic types have copy semantics,category: build/install,Not specified,2020-07-15 20:46:21+00:00
openCV DNN:: cv::ocl::Queue segfault 'scalar deleting destructor' [OpenCL],bug,Not specified,2020-07-15 05:51:17+00:00
Batch size > 1 using dnn_DetectionModel,feature,Not specified,2020-07-14 14:31:15+00:00
A possible bug in stereobm.cpp,question (invalid tracker),Not specified,2020-07-13 14:03:00+00:00
Memory allocation in Win/MacOS,feature,Not specified,2020-07-12 08:56:02+00:00
"opencv build error, could NOT find python2. Is this something I should be worried about?",category: build/install,5.0,2020-07-10 15:32:21+00:00
Stitcher generates panorama smaller than input,category: stitching,Not specified,2020-07-10 14:17:51+00:00
Nightly(sporadic crashes): opencv_test_dnn - Test_Caffe_layers.Concat OCL_FP16,bug,Not specified,2020-07-10 00:24:44+00:00
"in opencv.js findTransformECC, argument inputMask is required (vs. documented optional) and does not seem to accept any input",category: javascript (js),Not specified,2020-07-08 20:26:22+00:00
projectpoints distortion handling (and possibly ignore some points in the projection),category: calib3d,Not specified,2020-07-06 22:33:13+00:00
"setMouseCallback() causes ""error: (-27:Null pointer) NULL window handler"" in Python / on PyPi version 4.3.0.36",category: python bindings,Not specified,2020-07-06 22:19:31+00:00
"still  get ""FFMPEG: tag 0x00000021/'!???' is not found"" error after built from source in pyhon3.7 Ubuntu16.04.",invalid,Not specified,2020-07-06 12:41:18+00:00
imquery() and overloaded imread() functions,category: imgcodecs,Not specified,2020-07-05 10:18:40+00:00
"FR: Implement ""smart"" reference on js similar to tensorflow.tidy()",feature,Not specified,2020-07-02 20:14:06+00:00
OpenCV with OpenCL on i.mx6quad plus(arm cortex a9),category: ocl,Not specified,2020-07-02 04:46:01+00:00
INTER_CUBIC should default to Catmull-Rom interpolation,feature,Not specified,2020-07-01 14:44:44+00:00
Support palette-based images in imwrite (Compression does not seem to be working for PNG images),feature,Not specified,2020-07-01 13:35:19+00:00
Parsing error (Failed to parse NetParameter file: yolov3-spp.weights) in cv::dnn::dnn4_v20200310::readNetFromDarknet,question (invalid tracker),Not specified,2020-06-30 09:31:49+00:00
recoverPose default arguments,category: calib3d,Not specified,2020-06-29 08:08:37+00:00
Intel z8350 cpu not to support  opencl fp8 & fp16？,feature,Not specified,2020-06-29 06:23:05+00:00
conflict on mac ,category: build/install,Not specified,2020-06-27 14:25:49+00:00
Passing cv2.dnn.net object to another module causes forward propagation to crash.,category: gpu/cuda (contrib),Not specified,2020-06-26 09:15:02+00:00
DNN OPENCL is not working on AMD GPU,category: ocl,Not specified,2020-06-24 17:55:07+00:00
"Cannot upload by imread() files containing char ""–"" in name",duplicate,Not specified,2020-06-21 09:48:48+00:00
OpenCV.JS WASM build fails. Generator error. Unable to resolve face::Facemark for face_FacemarkKazemi,feature,Not specified,2020-06-20 22:20:10+00:00
dnn::readNet error with IE backend,category: dnn,Not specified,2020-06-20 21:47:00+00:00
DNN Support matrix,category: documentation,Not specified,2020-06-19 10:48:56+00:00
Create python wheel for opencv git master version on Ubuntu 20.04.,category: python bindings,Not specified,2020-06-14 16:04:21+00:00
Official docker image/containers for OpenCV,priority: low,Not specified,2020-06-14 10:02:49+00:00
Feature request : enable cv.imencode and cv.imdecode in opencv.js,feature,Not specified,2020-06-12 16:34:18+00:00
borderMode=BORDER_TRANSPARENT is undocumented for warpperspective,category: imgproc,Not specified,2020-06-10 14:59:35+00:00
compiling error on QNX plarform,category: build/install,Not specified,2020-06-10 10:37:59+00:00
OpenCV Doesn't Support Snapdragon With OpenCL,category: ocl,Not specified,2020-06-10 10:24:27+00:00
Add CuDNN 8 release support,feature,Not specified,2020-06-08 07:43:54+00:00
OpenCV wont exit properly when using detectMultiScale on CascadeClassifier,incomplete,Not specified,2020-06-07 14:54:57+00:00
"Discussion of ""Change OpenCV License to Apache 2"" Evolution Proposal",evolution,Not specified,2020-06-06 14:23:38+00:00
Cannot open include file: 'fibersapi.h',priority: low,Not specified,2020-06-06 11:40:02+00:00
cudev false dependency in opencv dnn (with OPENCV_DNN_CUDA),category: build/install,Not specified,2020-06-06 08:57:20+00:00
Wrong eroding 3 pixels in seamlessclone,bug,Not specified,2020-06-02 09:13:27+00:00
GPU implementation of SGBM,category: calib3d,Not specified,2020-05-27 12:29:46+00:00
The virtual_try_on.py  can change C++？,feature,Not specified,2020-05-27 05:09:44+00:00
opencv.js 4.x cannot new ORB/AKAZE with enum argument,category: javascript (js),Not specified,2020-05-27 04:17:35+00:00
Inference speed on GPU is much slower than that on CPU. ,bug,Not specified,2020-05-24 02:37:00+00:00
findEssentialMat/recoverPose issue,Uncategorized,Not specified,2020-05-22 13:50:44+00:00
Linking Tutorial Pages to Their Github Source Page,category: documentation,Not specified,2020-05-21 14:15:33+00:00
imwrite and imencode flag for RGB data,feature,Not specified,2020-05-21 08:59:43+00:00
"some confusions about the function ""cv::reprojectImageTo3D()""",question (invalid tracker),Not specified,2020-05-21 08:09:53+00:00
Please document custom neural net layers creation in python,category: documentation,Not specified,2020-05-20 19:20:14+00:00
Papers for SIFT improvements ,feature,Not specified,2020-05-20 09:36:07+00:00
Implement 17 Photoshop blending modes ,feature,Not specified,2020-05-18 23:54:45+00:00
Expose RANSAC classes in calib3d,category: calib3d,Not specified,2020-05-18 09:27:17+00:00
"Sample Python code not included in ""Random generator and text with OpenCV"" tutorial",category: documentation,Not specified,2020-05-17 19:41:27+00:00
Why the efficientnet no support OPENCL of Intel CPU？,optimization,Not specified,2020-05-16 23:51:59+00:00
OpenCV 4.3.0 RELEASE build error in traits.hpp,category: build/install,Not specified,2020-05-13 22:55:21+00:00
"podspec - spec.dependency ""OpenCV-iOS""",platform: ios/osx,Not specified,2020-05-13 06:58:28+00:00
Prelu from Tensorflow.keras (assert m.total() == outCn),category: dnn,Not specified,2020-05-11 09:21:18+00:00
OpenCV improve documentation of CUDA,category: documentation,Not specified,2020-05-11 08:53:38+00:00
Add decompression bombs protection,feature,Not specified,2020-05-08 09:16:12+00:00
Please add seamlessClone do openCV.js,feature,Not specified,2020-05-08 08:19:15+00:00
Suggestion for creation of OpenCV technical notes,category: documentation,Not specified,2020-05-05 00:34:55+00:00
Create Non-Transparent OpenCL API for better GPU / Accelerators utilization,category: ocl,Not specified,2020-05-04 19:39:22+00:00
CMake: make public version of BUILD_LIST feature,feature,5.0,2020-04-29 19:57:07+00:00
Allow to force the video codec when reading a video using FFmpeg backend by VideoCapture instance,feature,Not specified,2020-04-27 21:12:10+00:00
Not being able to proper open a webm video,category: videoio,Not specified,2020-04-25 20:50:25+00:00
Feature request: masked cross-correlation of two images,feature,Not specified,2020-04-22 10:58:22+00:00
JS: Easier access to opencv.js file,category: javascript (js),Not specified,2020-04-16 20:05:30+00:00
PIL,category: imgproc,Not specified,2020-04-14 17:47:02+00:00
Possible error in documentation of initUndistortRectifyMap,category: documentation,Not specified,2020-04-14 16:09:59+00:00
Assertion Failed on Batch with EfficientNetB0 (TF),bug,Not specified,2020-04-14 12:29:14+00:00
CvCapture_FFMPEG::open blocked,feature,Not specified,2020-04-14 07:46:12+00:00
opencv.js detectMultiScale piles up a lot of memory when using large images,category: javascript (js),Not specified,2020-04-11 14:56:40+00:00
[OpenCL] Support for INTER_CUBIC resize,optimization,Not specified,2020-04-09 08:41:56+00:00
"I tried to write json data larger than 10k to FileStorage, but the write failed.why? help?",feature,Not specified,2020-04-09 03:42:08+00:00
Get the list of camera‘s resolutions,feature,Not specified,2020-04-08 07:05:22+00:00
Crash due to negative focal length in bundle adjustment,bug,Not specified,2020-04-07 08:37:14+00:00
matchShapes turns large mismatches into perfect matches,feature,Not specified,2020-04-06 20:38:59+00:00
CUDA Canny missing edges near image border,category: imgproc,Not specified,2020-04-03 21:45:07+00:00
OpenCV4.2.0 VideoCapture bug,priority: low,Not specified,2020-04-02 11:31:01+00:00
null-pointer-dereference and buffer overflow: OpenCV 3.4,priority: low,Not specified,2020-04-02 04:40:24+00:00
"videoio: MSMF: Doesn't save convertFormat property, no way to read raw video",priority: low,Not specified,2020-03-31 17:37:59+00:00
OpenCV 4.2.0 installation for Python 3 on Ubuntu 16.04.04 / ARM,question (invalid tracker),Not specified,2020-03-31 16:19:40+00:00
No checks if CV_CN_MAX is exceded at Mat constructor,feature,Not specified,2020-03-28 20:34:49+00:00
Support the property CAP_PROP_SETTINGS under linux,feature,Not specified,2020-03-26 03:12:54+00:00
Need both Real & Imaginary values as pairs from getGaborKernel() function,feature,Not specified,2020-03-21 20:09:05+00:00
opencv 4.2.0 built with contrib 4.2.0,duplicate,Not specified,2020-03-20 20:39:36+00:00
Add Line(Line Segment and LineRay),priority: low,Not specified,2020-03-17 19:17:35+00:00
unstable frame count,bug,Not specified,2020-03-16 13:38:43+00:00
22 modules (main and contrib) depend on opencv_flann module (cv::flann::Index instead of cv::DescriptorMatcher),feature,Not specified,2020-03-14 23:40:04+00:00
Feature request: equivalent of moveaxis (Python/Numpy) and permute (MATLAB),feature,Not specified,2020-03-12 13:48:49+00:00
How to call a saved_model formatted model via opencv,feature,Not specified,2020-03-11 12:25:13+00:00
Error loading ONNX model (FasterRCNN50 from Torchvision),category: dnn,Not specified,2020-03-11 09:17:34+00:00
"Problem in Subdiv2D, not complete triangulation",bug,Not specified,2020-03-09 12:54:43+00:00
an ERROR in document of ,category: imgproc,Not specified,2020-03-09 03:38:36+00:00
Cannot destroy high GUI windows on Mac OS,priority: low,Not specified,2020-03-07 17:11:49+00:00
G-API: gapi::own::Mat does not fully support ROI cv::Mat,category: g-api / gapi,Not specified,2020-03-06 15:22:39+00:00
core: inconsistency of addition for multi-channel Mat and Scalar,bug,Not specified,2020-03-05 21:27:03+00:00
imread（3.4.8version） can not read old version jpg\png。may be JPEG ver 90 do not support ver62?,incomplete,Not specified,2020-03-04 07:40:32+00:00
DNN - Add support for XNNPACK Target for NN acceleration on ARM Devices,optimization,Not specified,2020-03-03 16:35:39+00:00
"ORB computes features much slower on 4.2.0, compared to 4.0.1",incomplete,Not specified,2020-02-29 15:37:56+00:00
[Feature Reuqest] draw dash rectangle support,feature,Not specified,2020-02-29 04:14:52+00:00
OpenCV and Flutter,feature,Not specified,2020-02-27 15:02:51+00:00
Pre-built iOS frameworks have bad structure,category: build/install,Not specified,2020-02-25 21:53:11+00:00
[Proposal] imread and imdecode RGB data,category: imgcodecs,Not specified,2020-02-25 14:14:54+00:00
dnn: mixed-precision inference and quantization,RFC,5.0,2020-02-21 10:13:31+00:00
dnn(Scale): errornous handling of batch inputs in untrainable scale mode,bug,4.11.0,2020-02-21 06:31:13+00:00
Add [minimal] type information to the images created using the Python wrapper of opencv,category: python bindings,Not specified,2020-02-18 10:49:58+00:00
FLANN feature matching in opencv.js,category: javascript (js),Not specified,2020-02-17 18:00:17+00:00
Eigen::RowMajor cv2eigen assertion failed (+ naive fix),feature,Not specified,2020-02-17 17:37:01+00:00
Unify fisheye and omnidir API,category: calib3d,Not specified,2020-02-17 13:09:36+00:00
Decode with multiple GPUs: How can I specify whichi gpu to use in cv::VideoCapture()?,feature,Not specified,2020-02-17 08:40:43+00:00
Fixes matrix expression bug which happens when Scalar in addition pas…,bug,5.0,2020-02-17 04:45:29+00:00
Failing tests for Split layer (IE),category: dnn,Not specified,2020-02-14 19:10:50+00:00
Problem for Simple Alpha Blending,bug,Not specified,2020-02-09 04:34:16+00:00
matchTemplate returns different scores for same input with IPP,bug,Not specified,2020-02-06 17:09:37+00:00
NaN comparison fails on certain image sizes,bug,Not specified,2020-01-29 18:38:12+00:00
GpuMat as input/output to cv::dnn::Net,feature,5.0,2020-01-25 16:56:11+00:00
OpenCV java vm crashes should be avoided ,bug,Not specified,2020-01-25 06:58:41+00:00
videoio tests causing out of memory error on x86 - Alpine Linux,priority: low,Not specified,2020-01-24 22:57:13+00:00
OPENCV-DNN Using new cfg from Darknet repository causes error,feature,Not specified,2020-01-24 10:46:16+00:00
Please make an official OpenCV bindings for R,feature,Not specified,2020-01-23 05:04:58+00:00
OpenCV Seamless Clone CUDA Support,feature,Not specified,2020-01-22 08:03:15+00:00
I am unable to run the command detail_ImageFeatures().descriptors in Python,bug,Not specified,2020-01-21 15:15:52+00:00
Support audio in OpenCV,feature,Not specified,2020-01-20 15:55:30+00:00
Undefined symbols for architecture x86_64 while linking CXX libraries opencv 3.4.9 under osx 10.13.6 with CUDA ,category: build/install,Not specified,2020-01-19 10:47:59+00:00
Julia Bindings for OpenCV,GSoC,Not specified,2020-01-13 18:13:44+00:00
Run Converted .pb model by using OpenCV's DNN Module ,feature,Not specified,2020-01-13 09:14:32+00:00
Make deb package fails with dpkg-shlibdeps error,priority: low,Not specified,2020-01-10 09:34:28+00:00
CV_Assert does not properly use global namespace lookups,bug,Not specified,2020-01-09 19:28:39+00:00
dnn(permute): reduce permute to reshape (or transpose) whenever possible and work inplace,optimization,Not specified,2020-01-08 12:25:02+00:00
Are there plans to support .NET Core?,feature,Not specified,2020-01-08 03:25:57+00:00
Feature request: eigenNonSymmetric() with complex eigenvalues,feature,Not specified,2020-01-06 17:33:16+00:00
Any intention to add interoperability with DLPACK or mpi4py?,feature,Not specified,2020-01-06 15:14:56+00:00
TypeError: Not a cmessage converting tensorflow model from .pb to .pbtxt,category: dnn,Not specified,2020-01-02 15:29:50+00:00
Is there alternative function for dnn_registerLayer?,category: dnn,Not specified,2019-12-31 01:58:22+00:00
OpenCV on Raspberry Pi Zero W - Floating point exception / black empty images,category: build/install,Not specified,2019-12-30 16:12:14+00:00
Invalid parameters description in Java documentation for findContours ,category: documentation,Not specified,2019-12-29 03:31:41+00:00
3.4.9 build error with matlab2019b,priority: low,Not specified,2019-12-26 01:44:12+00:00
Support OpenCV Swift for macOS catalina,feature,Not specified,2019-12-20 09:27:39+00:00
"OE-30 ""Color Calibration"" Discussion",evolution,Not specified,2019-12-20 06:03:51+00:00
There seems to be a bug in modules/calib3d/src/stereobm.cpp at line 685.,category: calib3d,Not specified,2019-12-17 15:27:50+00:00
cudaGLSetGLDevice deprecated errors,category: gpu/cuda (contrib),Not specified,2019-12-14 23:58:40+00:00
Error while ploting colored point clouds,category: build/install,Not specified,2019-12-12 18:04:40+00:00
OpenEXR loading not making use of multi-threaded IO,feature,Not specified,2019-12-10 11:26:54+00:00
Robust variant of solvePnPRefineLM,feature,Not specified,2019-12-10 10:54:55+00:00
python: Relink `/usr/lib/x86_64-linux-gnu/libsystemd.so.0' with `/usr/lib/x86_64-linux-gnu/librt.so.1' for IFUNC symbol `clock_gettime',incomplete,Not specified,2019-12-10 03:02:47+00:00
"When creating VisualStudio project with AVX512 baseline, AVX2 seems to override the AVX512 option",category: build/install,Not specified,2019-12-09 15:45:27+00:00
Is it possible to Read / Load *.EXR files as Half Format (like CV_16F) ?,feature,Not specified,2019-12-02 10:17:19+00:00
Feature request: support batch resize,feature,Not specified,2019-11-29 20:18:30+00:00
DNN Torch import is missing several layers,feature,Not specified,2019-11-26 20:44:18+00:00
Feature Request: Add more Gstreamer Capture Formats,priority: low,Not specified,2019-11-26 12:05:12+00:00
unrepresentable indices in max_pooling/max_unpooling in fp16 target leads to illegal memory accesses,bug,5.0,2019-11-26 06:57:08+00:00
Set CAP_PROP_ZOOM not working (python & directshow),bug,Not specified,2019-11-25 12:28:31+00:00
Documentation for cmake-gui build flags,category: documentation,Not specified,2019-11-21 08:57:36+00:00
Add OpenCL events support,feature,Not specified,2019-11-18 06:55:51+00:00
Transparent Api on RK3399-Mali T860 producing running slower than cpu,category: ocl,Not specified,2019-11-18 01:49:58+00:00
Point could be made optional when the size of the src is the same as dest?,category: photo,Not specified,2019-11-17 10:32:06+00:00
Add support for super-fisheye lenses,feature,Not specified,2019-11-16 13:54:31+00:00
opencv-python VideoCapture in dell EMC centos gets 10s delay,incomplete,Not specified,2019-11-15 07:07:46+00:00
"Not sure, think calib3d's calibration.cpp broke between 4.1.0 and 4.1.1",category: calib3d,Not specified,2019-11-13 22:23:12+00:00
Feature Request: Can we get Subdiv3D (Voronoi for Point3f)?,feature,Not specified,2019-11-13 19:43:50+00:00
Feature Request: 3+ dimension GpuMat,category: gpu/cuda (contrib),Not specified,2019-11-12 17:09:45+00:00
Drawing into a numpy view with a negative step in the channel dimension doesn't work,feature,Not specified,2019-11-12 10:57:29+00:00
/usr/local/lib/libopencv_imgcodecs.so.3.4:undefined symbol: _ZN2cv6detail17check_failed_autoEmmRKNS0_12CheckContextE.,priority: low,Not specified,2019-11-08 02:35:32+00:00
imgproc: missing check for odd kernel size in getGaussianKernel(),bug,Not specified,2019-11-06 14:37:53+00:00
CV_OCL_RUN_ (the default implementation) should not swallow exceptions,category: ocl,Not specified,2019-11-05 12:34:48+00:00
watershed giving not stable results,category: imgproc,Not specified,2019-11-04 21:06:13+00:00
G-API feature proposal: endless loops detection for GAPI_TRANSFORM-related logic,RFC,Not specified,2019-11-04 20:37:24+00:00
Segmentation fault when inheriting from openCV cpp-classes in Python ,feature,Not specified,2019-10-29 10:27:26+00:00
cvtColor perf test and Haar face detector failed with OpenCV.js+simd,bug,Not specified,2019-10-28 08:56:38+00:00
app crashes due to igd11dxva64 (msmf backend),category: videoio(camera),Not specified,2019-10-26 22:14:09+00:00
Calibrate camera without moving external parameters,feature,Not specified,2019-10-25 22:32:47+00:00
Make window resizable in samples,feature,Not specified,2019-10-24 18:57:49+00:00
"CMake Error on Termux, Android SDK: specify path to Android SDK via ANDROID_SDK_ROOT /   ANDROID_HOME / ANDROID_SDK variables",priority: low,Not specified,2019-10-24 11:41:17+00:00
Strange results of matchTemplate using TM_CCORR_NORMED with mask,category: imgproc,Not specified,2019-10-24 10:18:06+00:00
opencv read model file size 2GB error,feature,Not specified,2019-10-18 07:03:22+00:00
Inconsistent behaviour in cvtColor,category: imgproc,Not specified,2019-10-16 15:51:38+00:00
"standard packages for linuxes with CUDA-support as in pytorch, mxnet sites",priority: low,Not specified,2019-10-15 16:46:15+00:00
OpenCV JS Tutorial about VideoCapture on Safari for iOS is not working,platform: ios/osx,Not specified,2019-10-15 11:39:10+00:00
cv::magnitudeSqr(),feature,Not specified,2019-10-10 11:57:05+00:00
added cv::magnitude(InputArray xy...),test,Not specified,2019-10-10 10:52:56+00:00
"cv::magnitudeSqr and cv::magnitude(InputArray xy,...) ?",feature,Not specified,2019-10-09 17:28:47+00:00
Support I/O functionality through std::istream/ostream,evolution,Not specified,2019-10-09 14:27:20+00:00
Prepare a guideline for universal intrinsics development,category: documentation,Not specified,2019-10-07 19:23:09+00:00
PnP issue 15647,category: calib3d,Not specified,2019-10-05 15:40:31+00:00
Redesign of OpenCV's PnP algorithms,category: calib3d,Not specified,2019-10-05 12:35:54+00:00
"Opencvjs solvepnp not working in Safari-12, but works in safari-13 and chrome browser",category: javascript (js),Not specified,2019-10-04 21:12:58+00:00
Natural feature tracking(NFT)/ Feature Matching in videostream for Javascript,incomplete,Not specified,2019-10-03 09:57:50+00:00
